,직종코드,Unnamed: 1,Unnamed: 2,Unnamed: 3
1239,123, ,가구·목제품 제조·수리, 
1240,883100, , ,가구 제조·수리원
1241,883101, , ,가구 제조원
1242,883102, , ,가구 수리원
1243,883200, , ,가구 조립원
1244,883300, , ,목제품 제조원
1245,124, ,공예 및 귀금속 세공, 
1246,884100, , ,공예원
1247,884200, , ,귀금속·보석 세공원
1248,125, ,악기·간판 및 기타 제조(드론조작 포함), 
1249,885100, , ,악기 제조원 및 조율사
1250,885200, , ,간판 제작·설치원
1251,885300, , ,"유리기능, 복사, 수제 제본 등 기타 기능 종사원"
1252,885900, , ,주입·포장·상표부착기 및 기타 기계 조작원
1253,885901, , ,드론 조작원
1254,885902, , ,주입·포장·상표부착기 등 기타 기계 조작원
1255,126, ,제조 단순 종사자, 
1256,816200, , ,금속기계부품 조립원
1257,824107, , ,용접 사상원 및 보조원
1258,836000, , ,전기·전자 부품·제품 조립원
1259,852401, , ,고무제품 조립원 및 검사원
1260,852402, , ,플라스틱제품 조립원 및 검사원
1261,862200, , ,재단사
1262,862301, , ,재봉사(의류·직물)
1263,862900, , ,의복·직물 검사 등 기타 섬유·가죽 기능원
1264,890000, , ,제조 단순 종사원
1265,890001, , ,기계·금속 분야 단순 종사원
1266,890002, , ,단순 사상원(용접사상 제외-용접원구분)
1267,890003, , ,화학·환경·에너지 분야 단순 종사원
1268,890004, , ,섬유·의복 분야 단순 종사원
1269,890005, , ,전기·전자 분야 단순 종사원
1270,890006, , ,식품 분야 단순 종사원
1271,890007, , ,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원"
1272,13,농림어업직, , 
1273,131, ,작물재배, 
1274,901100, , ,곡식작물 재배원
1275,901200, , ,채소·특용작물 재배원
1276,901300, , ,과수작물 재배원
1277,901400, , ,원예작물 재배원
1278,901500, , ,조경원
1279,901501, , ,조경 식재원
1280,901502, , ,식물 관리원
1281,132, ,낙농·사육, 
1282,414901, , ,조련사(공연)·마술사 등 기타 시각 및 공연 예술가
1283,420406, , ,"프로모터, 경주마 조련사 등 기타 스프츠 관련 전문가"
1284,511502, , ,반려동물 훈련사(맹인견 조련사 포함)
1285,902100, , ,낙농 종사원
1286,902200, , ,가축 사육 종사원
1287,902900, , ,기타 사육 종사원(양봉·감별·동물원사육·실험동물사육 등)
1288,133, ,임업 종사자, 
1289,903100, , ,조림·산림경영인 및 벌목원
1290,903900, , ,임산물 채취 및 기타 임업 종사원
1291,134, ,어업 종사자, 
1292,904100, , ,양식원
1293,904200, , ,어부 및 해녀
1294,135, ,농림어업 단순 종사자, 
1295,905000, , ,농림어업 단순 종사원
1296,905001, , ,농업 단순 종사원
1297,905002, , ,"임업 단순 종사원(산림보호감시, 산불감시원 등)"
1298,905003, , ,어업 단순 종사원
